,action_type,combined_shot_type,loc_x,loc_y,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_name,matchup,opponent,year
1624,Jump Shot,Jump Shot,-134,163,6,1,0,2001-02,37,21,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ MEM,MEM,2001
1625,Jump Shot,Jump Shot,43,207,6,1,0,2001-02,13,21,Hit,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ MEM,MEM,2001
1626,Layup Shot,Layup,0,0,9,2,0,2001-02,45,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ MEM,MEM,2001
1627,Jump Shot,Jump Shot,-4,152,4,2,0,2001-02,32,15,Hit,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ MEM,MEM,2001
1628,Driving Finger Roll Shot,Layup,0,0,3,2,0,2001-02,24,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ MEM,MEM,2001
1629,Jump Shot,Jump Shot,43,106,2,2,0,2001-02,24,11,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ MEM,MEM,2001
1630,Jump Shot,Jump Shot,-77,158,0,2,0,2001-02,50,17,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ MEM,MEM,2001
1631,Jump Shot,Jump Shot,-63,173,11,3,0,2001-02,26,18,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ MEM,MEM,2001
1632,Jump Shot,Jump Shot,129,158,9,3,0,2001-02,56,20,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ MEM,MEM,2001
1633,Turnaround Jump Shot,Jump Shot,7,118,4,3,0,2001-02,43,11,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ MEM,MEM,2001
1634,Driving Dunk Shot,Dunk,0,0,4,3,0,2001-02,19,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ MEM,MEM,2001
1635,Jump Shot,Jump Shot,-185,-6,3,3,0,2001-02,19,18,Miss,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ MEM,MEM,2001
1636,Fadeaway Jump Shot,Jump Shot,159,26,2,3,0,2001-02,9,16,Hit,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ MEM,MEM,2001
1637,Jump Shot,Jump Shot,16,241,6,4,0,2001-02,48,24,Miss,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ MEM,MEM,2001
1638,Jump Shot,Jump Shot,201,158,2,4,0,2001-02,32,25,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ MEM,MEM,2001
1639,Jump Shot,Jump Shot,-191,230,0,4,0,2001-02,25,29,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ MEM,MEM,2001
1640,Jump Shot,Jump Shot,-42,63,11,1,0,2001-02,36,7,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL vs. PHI,PHI,2001
1641,Jump Shot,Jump Shot,-191,70,7,1,0,2001-02,14,20,Miss,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. PHI,PHI,2001
1642,Jump Shot,Jump Shot,159,26,4,1,0,2001-02,21,16,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. PHI,PHI,2001
1643,Jump Shot,Jump Shot,1,144,2,1,0,2001-02,10,14,Miss,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. PHI,PHI,2001
1644,Jump Shot,Jump Shot,43,137,11,2,0,2001-02,44,14,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. PHI,PHI,2001
1645,Jump Shot,Jump Shot,7,106,9,2,0,2001-02,17,10,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. PHI,PHI,2001
1646,Jump Shot,Jump Shot,1,133,5,2,0,2001-02,50,13,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. PHI,PHI,2001
1647,Jump Shot,Jump Shot,51,184,2,2,0,2001-02,25,19,Miss,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. PHI,PHI,2001
1648,Jump Shot,Jump Shot,-134,241,11,3,0,2001-02,3,27,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. PHI,PHI,2001
1649,Running Jump Shot,Jump Shot,-155,133,10,3,0,2001-02,40,20,Miss,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. PHI,PHI,2001
1650,Jump Shot,Jump Shot,-113,99,9,3,0,2001-02,19,15,Miss,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. PHI,PHI,2001
1651,Jump Shot,Jump Shot,-134,120,7,3,0,2001-02,12,17,Miss,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. PHI,PHI,2001
1652,Jump Shot,Jump Shot,123,82,3,3,0,2001-02,44,14,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. PHI,PHI,2001
1653,Jump Shot,Jump Shot,-113,137,3,3,0,2001-02,13,17,Miss,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. PHI,PHI,2001
1654,Jump Shot,Jump Shot,144,15,9,4,0,2001-02,11,14,Hit,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. PHI,PHI,2001
1655,Turnaround Jump Shot,Jump Shot,167,42,5,4,0,2001-02,19,17,Hit,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. PHI,PHI,2001
1656,Jump Shot,Jump Shot,138,222,1,4,0,2001-02,53,26,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. PHI,PHI,2001
1657,Turnaround Jump Shot,Jump Shot,-191,15,0,4,0,2001-02,31,19,Hit,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. PHI,PHI,2001
1658,Jump Shot,Jump Shot,150,139,4,1,0,2001-02,27,20,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1659,Jump Shot,Jump Shot,73,36,6,2,0,2001-02,23,8,Miss,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1660,Jump Shot,Jump Shot,87,116,5,2,0,2001-02,33,14,Hit,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1661,Jump Shot,Jump Shot,73,30,2,2,0,2001-02,31,7,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1662,Slam Dunk Shot,Dunk,0,0,0,2,0,2001-02,5,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1663,Turnaround Jump Shot,Jump Shot,150,47,10,3,0,2001-02,15,15,Hit,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1664,Turnaround Jump Shot,Jump Shot,-124,0,7,3,0,2001-02,41,12,Hit,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1665,Jump Shot,Jump Shot,-31,150,6,3,0,2001-02,11,15,Miss,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1666,Fadeaway Jump Shot,Jump Shot,172,-11,5,3,0,2001-02,27,17,Hit,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1667,Jump Shot,Jump Shot,142,9,4,3,0,2001-02,27,14,Hit,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1668,Fadeaway Jump Shot,Jump Shot,-103,133,3,3,0,2001-02,21,16,Miss,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1669,Jump Shot,Jump Shot,106,177,2,3,0,2001-02,16,20,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1670,Turnaround Jump Shot,Jump Shot,172,2,7,4,0,2001-02,20,17,Hit,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1671,Slam Dunk Shot,Dunk,0,0,6,4,0,2001-02,31,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1672,Jump Shot,Jump Shot,87,80,5,4,0,2001-02,23,11,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1673,Jump Shot,Jump Shot,106,9,5,4,0,2001-02,18,10,Hit,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1674,Jump Shot,Jump Shot,136,219,3,4,0,2001-02,56,25,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1675,Jump Shot,Jump Shot,-18,247,2,4,0,2001-02,45,24,Hit,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1676,Jump Shot,Jump Shot,-157,198,2,4,0,2001-02,19,25,Hit,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1677,Jump Shot,Jump Shot,87,236,1,4,0,2001-02,46,25,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1678,Jump Shot,Jump Shot,100,236,0,4,0,2001-02,38,25,Hit,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1679,Jump Shot,Jump Shot,-88,264,0,4,0,2001-02,20,27,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1680,Jump Shot,Jump Shot,184,356,0,4,0,2001-02,3,40,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ GSW,GSW,2001
1681,Jump Shot,Jump Shot,119,85,10,1,0,2001-02,48,14,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. TOR,TOR,2001
1682,Jump Shot,Jump Shot,140,97,10,1,0,2001-02,12,17,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. TOR,TOR,2001
1683,Driving Layup Shot,Layup,0,0,9,1,0,2001-02,42,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. TOR,TOR,2001
1684,Running Jump Shot,Jump Shot,35,160,8,1,0,2001-02,18,16,Hit,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. TOR,TOR,2001
1685,Turnaround Jump Shot,Jump Shot,-141,4,7,1,0,2001-02,43,14,Miss,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. TOR,TOR,2001
1686,Jump Shot,Jump Shot,-14,255,5,1,0,2001-02,44,25,Hit,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. TOR,TOR,2001
1687,Turnaround Jump Shot,Jump Shot,98,101,7,2,0,2001-02,30,14,Hit,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. TOR,TOR,2001
1688,Driving Finger Roll Shot,Layup,0,51,6,2,0,2001-02,29,5,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL vs. TOR,TOR,2001
1689,Jump Shot,Jump Shot,-119,141,6,2,0,2001-02,3,18,Miss,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. TOR,TOR,2001
1690,Jump Shot,Jump Shot,113,118,5,2,0,2001-02,54,16,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. TOR,TOR,2001
1691,Running Jump Shot,Jump Shot,68,11,1,2,0,2001-02,18,6,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL vs. TOR,TOR,2001
1692,Driving Layup Shot,Layup,0,0,9,3,0,2001-02,52,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. TOR,TOR,2001
1693,Jump Shot,Jump Shot,-86,141,8,3,0,2001-02,15,16,Miss,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. TOR,TOR,2001
1694,Jump Shot,Jump Shot,-107,4,8,3,0,2001-02,2,10,Miss,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. TOR,TOR,2001
1695,Jump Shot,Jump Shot,-170,34,9,4,0,2001-02,57,17,Hit,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. TOR,TOR,2001
1696,Turnaround Jump Shot,Jump Shot,155,0,9,4,0,2001-02,4,15,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. TOR,TOR,2001
1697,Jump Shot,Jump Shot,134,165,5,4,0,2001-02,57,21,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. TOR,TOR,2001
1698,Running Jump Shot,Jump Shot,56,91,4,4,0,2001-02,36,10,Miss,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. TOR,TOR,2001
1699,Jump Shot,Jump Shot,0,125,2,4,0,2001-02,33,12,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. TOR,TOR,2001
1700,Layup Shot,Layup,0,0,1,4,0,2001-02,0,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. TOR,TOR,2001
1701,Jump Shot,Jump Shot,233,28,0,4,0,2001-02,11,23,Miss,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,Los Angeles Lakers,LAL vs. TOR,TOR,2001
1702,Jump Shot,Jump Shot,203,135,0,4,0,2001-02,5,24,Hit,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. TOR,TOR,2001
1703,Layup Shot,Layup,0,0,11,1,0,2001-02,14,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2001
1704,Jump Shot,Jump Shot,91,150,9,1,0,2001-02,29,17,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2001
1705,Turnaround Jump Shot,Jump Shot,108,76,6,1,0,2001-02,55,13,Hit,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2001
1706,Turnaround Jump Shot,Jump Shot,129,-15,2,1,0,2001-02,55,12,Hit,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2001
1707,Jump Shot,Jump Shot,-75,253,1,1,0,2001-02,18,26,Miss,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2001
1708,Turnaround Jump Shot,Jump Shot,115,7,0,1,0,2001-02,23,11,Hit,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2001
1709,Jump Shot,Jump Shot,-48,293,0,1,0,2001-02,0,29,Miss,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2001
1710,Turnaround Jump Shot,Jump Shot,70,7,10,2,0,2001-02,35,7,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2001
1711,Jump Shot,Jump Shot,85,156,10,2,0,2001-02,31,17,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2001
1712,Layup Shot,Layup,0,0,1,2,0,2001-02,14,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2001
1713,Running Layup Shot,Layup,0,0,1,2,0,2001-02,2,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2001
1714,Jump Shot,Jump Shot,1,57,10,3,0,2001-02,53,5,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2001
1715,Turnaround Jump Shot,Jump Shot,-111,42,5,3,0,2001-02,53,11,Hit,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2001
1716,Turnaround Jump Shot,Jump Shot,-124,42,5,3,0,2001-02,14,13,Miss,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2001
1717,Jump Shot,Jump Shot,157,133,2,3,0,2001-02,42,20,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2001
1718,Layup Shot,Layup,0,0,7,1,0,2001-02,10,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2001
1719,Jump Shot,Jump Shot,157,135,4,1,0,2001-02,54,20,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2001
1720,Jump Shot,Jump Shot,-10,213,3,1,0,2001-02,57,21,Miss,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2001
1721,Jump Shot,Jump Shot,199,30,3,2,0,2001-02,22,20,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2001
1722,Jump Shot,Jump Shot,47,101,10,3,0,2001-02,14,11,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2001
1723,Jump Shot,Jump Shot,169,125,9,3,0,2001-02,31,21,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2001
1724,Jump Shot,Jump Shot,163,114,7,3,0,2001-02,8,19,Hit,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2001
1725,Driving Layup Shot,Layup,0,0,4,3,0,2001-02,51,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2001
1726,Running Jump Shot,Jump Shot,-52,36,3,3,0,2001-02,54,6,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2001
1727,Jump Shot,Jump Shot,163,-13,2,3,0,2001-02,9,16,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2001
1728,Jump Shot,Jump Shot,11,87,7,4,0,2001-02,39,8,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2001
1729,Fadeaway Jump Shot,Jump Shot,-16,158,6,4,0,2001-02,28,15,Miss,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2001
1730,Fadeaway Jump Shot,Jump Shot,-10,76,3,4,0,2001-02,26,7,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2001
1731,Jump Shot,Jump Shot,-117,57,2,4,0,2001-02,50,13,Miss,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2001
1732,Fadeaway Jump Shot,Jump Shot,-1,57,2,4,0,2001-02,12,5,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2001
1733,Jump Shot,Jump Shot,121,80,1,4,0,2001-02,0,14,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2001
1734,Fadeaway Jump Shot,Jump Shot,-94,173,0,4,0,2001-02,55,19,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2001
1735,Driving Layup Shot,Layup,0,0,8,1,0,2001-02,3,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2001
1736,Driving Layup Shot,Layup,0,0,3,1,0,2001-02,28,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2001
1737,Turnaround Jump Shot,Jump Shot,129,-4,2,1,0,2001-02,29,12,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2001
1738,Jump Shot,Jump Shot,108,93,2,1,0,2001-02,14,14,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2001
1739,Layup Shot,Layup,0,0,2,1,0,2001-02,1,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2001
1740,Jump Shot,Jump Shot,64,137,1,1,0,2001-02,6,15,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2001
1741,Running Jump Shot,Jump Shot,1,63,0,1,0,2001-02,6,6,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2001
1742,Layup Shot,Layup,0,0,4,3,0,2001-02,7,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2001
1743,Jump Shot,Jump Shot,89,2,2,3,0,2001-02,46,8,Hit,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2001
1744,Turnaround Jump Shot,Jump Shot,140,0,2,3,0,2001-02,9,14,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2001
1745,Jump Shot,Jump Shot,-170,194,0,3,0,2001-02,32,25,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2001
1746,Jump Shot,Jump Shot,134,-6,0,3,0,2001-02,22,13,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. PHX,PHX,2001
1747,Jump Shot,Jump Shot,167,61,11,1,0,2001-02,30,17,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2001
1748,Layup Shot,Layup,0,0,10,1,0,2001-02,12,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2001
1749,Tip Shot,Tip Shot,0,0,6,1,0,2001-02,39,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2001
1750,Fadeaway Jump Shot,Jump Shot,159,57,1,1,0,2001-02,26,16,Hit,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2001
1751,Reverse Dunk Shot,Dunk,0,0,3,2,0,2001-02,36,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2001
1752,Tip Shot,Tip Shot,0,0,3,2,0,2001-02,4,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2001
1753,Jump Shot,Jump Shot,-170,129,2,2,0,2001-02,10,21,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2001
1754,Jump Shot,Jump Shot,180,129,0,2,0,2001-02,51,22,Hit,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2001
1755,Jump Shot,Jump Shot,144,45,11,3,0,2001-02,2,15,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2001
1756,Running Layup Shot,Layup,0,0,9,3,0,2001-02,37,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2001
1757,Alley Oop Layup shot,Layup,0,0,9,3,0,2001-02,5,0,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2001
1758,Layup Shot,Layup,0,0,2,3,0,2001-02,39,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2001
1759,Jump Shot,Jump Shot,138,61,2,3,0,2001-02,1,15,Hit,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2001
1760,Jump Shot,Jump Shot,43,165,1,3,0,2001-02,34,17,Miss,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2001
